"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",60.652,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",64.786,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",65.783,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",67.693,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",68.724,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",66.87,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",68.001,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",69.508,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",70.906,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",72.375,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",74.148,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",80.08,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",88.1,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",90.093,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",93.45,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",95.188,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",91.299,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",96.339,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",100.781,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",99.297,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",105.54,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",110.866,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",116.234,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",121.358,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",124.547,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",128.272,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",132.697,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",138.478,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",141.416,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",141.283,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",143.322,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",138.552,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",127.491,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",127.396,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",125.473,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",125.22,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",116.802,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",114.227,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",118.488,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",119.073,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",125.3,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",124.733,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",121.281,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",109.098,
"ESP","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",115.044,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",20.2,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",20.621,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",21.832,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",23.424,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",25.079,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",26.585,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",28.394,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",28.562,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",31.655,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",34.288,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",37.651,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",36.04,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",36.771,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",38.841,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",36.805,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",39.032,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",42.354,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",41.709,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",41.515,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",43.372,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",40.484,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",42.409,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",40.607,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",41.154,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",43.483,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",47.229,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",49.202,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",48.394,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",49.388,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",47.511,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",47.195,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",48.69,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",46.539,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",46.504,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",49.699,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",50.33,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",51.497,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",50.276,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",51.189,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",50.271,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",47.694,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",50.722,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",52,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",50.852,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",52.819,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",51.574,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",50.24,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",49.989,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",49.636,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",45.483,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",51.048,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",49.915,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",50.424,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",49.736,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",48.477,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",44.834,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",48.231,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",49.57,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",50.556,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",49.173,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",44.837,
"SWE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",46.758,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",7.452,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",7.905,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",8.745,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",10.646,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",10.533,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",11.382,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",11.639,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",12.228,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",13.182,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",14.325,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",15.802,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",16.389,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",17.078,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",18.909,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",17.651,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",17.182,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",17.779,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",18.075,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",18.813,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",19.148,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",20.035,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",19.654,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",19.072,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",20.368,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",20.867,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",22.079,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",23.053,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",22.454,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",22.66,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",22.194,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",24.291,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",24.641,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",24.794,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",24.14,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",24.359,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",23.978,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",24.468,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",24.904,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",25.2,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",25.243,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",24.904,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",26.447,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",25.77,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",25.867,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",25.96,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",25.802,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",26.944,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",25.608,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",26.595,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",26.773,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",25.967,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",25.134,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",25.357,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",26.442,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",24.78,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",24.206,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",23.563,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",23.693,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",23.837,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",24.444,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",23.209,
"CHE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",22.589,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",10.691,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",10.851,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",11.855,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",12.45,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",13.124,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",13.812,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",15.17,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",15.719,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",16.527,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",17.423,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",18.213,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",19.545,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",22.074,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",24.356,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",25.205,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",26.758,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",29.118,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",31.933,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",31.803,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",30.25,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",31.45,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",31.709,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",33.702,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",35.681,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",37.114,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",39.322,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",42.357,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",46.973,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",47.288,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",49.105,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",51.437,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",50.577,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",52.847,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",56.351,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",55.662,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",60.9,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",66.481,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",69.755,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",70.812,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",69.753,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",76.288,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",70.258,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",74.242,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",78.685,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",80.717,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",83.99,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",93.069,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",100.321,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",98.419,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",98.268,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",105.72,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",112.514,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",117.824,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",115.043,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",119.099,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",128.813,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",136.718,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",146.814,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",144.2,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",146.512,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",146.925,
"TUR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",158.249,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",158.918,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",158.753,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",164.403,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",171.51,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",173.476,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",180.946,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",180.71,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",183.816,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",188.059,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",197.214,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",205.118,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",208.68,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",210.214,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",218.077,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",210.017,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",199.374,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",203.325,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",207.665,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",206.555,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",217.065,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",198.441,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",192.417,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",191.321,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",190.267,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",190.244,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",200.807,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",203.937,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",205.591,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",207.393,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",206.98,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",205.937,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",212.925,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",212.173,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",214.335,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",216.059,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",216.385,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",225.706,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",219.319,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",221.521,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",222.073,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",222.991,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",223.807,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",220.658,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",224.517,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",221.806,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",222.853,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",219.112,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",211.169,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",208.297,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",195.784,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",202.957,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",188.21,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",193.069,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",189.952,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",178.936,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",180.806,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",178.283,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",175.483,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2018",173.623,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2019",167.662,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2020",153.92,
"GBR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2021",164.591,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",1019.383,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",1030.971,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",1077.277,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",1133.051,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",1177.718,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",1225.749,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",1295.706,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",1353.327,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",1419.824,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",1486.24,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",1552.201,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",1587.618,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",1666.935,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",1730.087,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",1691.636,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",1653.671,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",1766.335,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",1824.928,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",1878.385,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",1874.172,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",1804.809,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",1754.975,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",1681.782,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",1683.291,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",1755.368,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",1774.223,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",1771.323,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",1846.853,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",1919.448,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",1947.607,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",1914.471,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",1930.206,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",1968.908,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",2003.482,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",2040.564,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",2066.554,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",2112.478,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",2133.606,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",2151.782,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",2210.012,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",2272.859,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",2229.667,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",2255.114,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",2260.319,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",2306.877,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",2317.852,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",2295.856,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",2336.354,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",2276.092,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",2163.77,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",2215.776,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",2185.72,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",2146.667,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",2184.517,
"USA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",2210.697,
